Sr No .,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Target,,
911,"you know, they're not gonna get married anyway!",Rachel,anger,negative,89,9,4,20,"0:09:52,925","0:09:55,136",你知道，反正他们也结不成婚！,,
912,What? ,Chandler,surprise,negative,89,10,4,20,"0:09:55,136","0:09:56,593",什么？,,
913,Come on!,Rachel,anger,negative,89,11,4,20,"0:09:56,679","0:09:57,472",算了吧！,,
914,"They rushed into this thing so fast, it's ridiculous!",Rachel,disgust,negative,89,12,4,20,"0:09:57,472","0:10:00,734",他们搞这种闪电式订婚，简直可笑！,,
917,"And somewhere along the way, one of them is gonna realise what they've done and they're call the whole thing off .",Rachel,neutral,neutral,89,15,4,20,"00:10:03,811","00:10:08,148",在这段时间里，他们总会有人察觉到不对头，然后取消婚约。,,
918,"I'm telling you, you're gonna be dancing at my wedding before you're dancing at theirs .",Rachel,joy,positive,89,16,4,20,"00:10:08,316","00:10:11,776",你们等不到在他们婚礼上跳舞就会先参加我的婚礼。,,
919,What the hell is this? !,Phoebe,surprise,negative,90,0,4,22,"00:06:52,954","00:06:54,538",这到底是什么鬼东西？！,,
920,"What, did you actually thought it would make me feel better to give me stuff that I can't use for another two months? !",Phoebe,anger,negative,91,0,4,20,"00:06:56,249","00:07:02,087",什么，你真的以为给我两个月内不能用的东西会让我感觉好些吗？！,,
921,This sucks!,Phoebe,anger,negative,92,0,4,22,"00:07:02,255","00:07:03,880",气死我了！,,
922,"All right, what's my next present? ",Phoebe,neutral,neutral,92,1,4,22,"00:07:06,592","00:07:08,135",好吧，下一个礼物呢？,,
924,"All right, there's a nuclear holocaust, I'm the last man on Earth . Would you go out with me? ",Chandler,neutral,neutral,93,0,4,1,"00:08:58,078","00:09:05,126",如果发生核爆炸，我是唯一幸存的男人。你会跟我约会吗？,,
925,Enhh,Monica,neutral,neutral,93,1,4,1,"00:09:07,547","00:09:09,089",嗯哼,,
926,I've got canned goods .,Chandler,neutral,neutral,93,2,4,1,"00:09:11,634","00:09:12,759",我可有罐头食物哦。,,
927,"Hey, you guys!Take a look at this!Check this baby out, dug me a hole!",Joey,surprise,positive,93,3,4,1,"00:09:15,137","00:09:20,517",你们来看！看看我挖了个洞！,,
928,"Excellent hole, Joe .",Chandler,neutral,neutral,93,4,4,1,"00:09:22,728","00:09:24,813",干得好啊。,,
929,Oh no!No!!My hole!!,Joey,surprise,negative,93,5,4,1,"00:09:26,440","00:09:28,525",哦不！不！！我的洞！！,,
930,Ow!!Ow!!!My foot!,Monica,disgust,negative,93,6,4,1,"00:09:28,693","00:09:30,819",啊！！啊！！！我的脚！,,
931,What? !What? !!What is it? !,Joey,surprise,negative,93,7,4,1,"00:09:30,987","00:09:32,404",什么？！什么？！！怎么了？！,,
932,My drinking? ,Rachel,neutral,neutral,94,0,4,9,"00:11:38,948","00:11:40,198",我酗酒？,,
933,"Oh, I must've said that after you left .",Joanna,neutral,neutral,94,1,4,9,"00:11:41,617","00:11:44,244",我等你离开之后才说的。,,
934,Said what? Exactly .,Rachel,fear,negative,94,2,4,9,"00:11:45,579","00:11:46,955",你到底说了什么？,,
935,That you enjoyed the occasional drinking binge .,Joanna,neutral,neutral,94,3,4,9,"00:11:47,123","00:11:48,915",你三不五时喜欢喝一杯然后酒后乱性。,,
936,"Oh my God!!Ohh, that is it!I'm leaving!You are just a horrible person!",Rachel,disgust,negative,94,4,4,9,"00:11:52,211","00:11:58,299",天啊！！真是够了！我走人！你这个人真的很糟糕！,,
937,"Wait, wait, wait, wait, wait, wait, wait, wait!!",Joanna,fear,negative,94,5,4,9,"00:11:54,964","00:11:58,299",等等等等等等！！,,
938,If you're gonna get all sensitive about it!,Joanna,anger,negative,94,6,4,9,"00:11:58,467","00:12:01,386",如果你反应一定要这么激烈的话！,,
939,I don't want to lose you .,Joanna,sadness,negative,94,7,4,9,"00:12:01,554","00:12:02,929",老实说我不想失去你。,,
940,"What if I, create a position for you? ",Joanna,neutral,neutral,94,8,4,9,"00:12:03,097","00:12:05,640",不如我为你独家创造个职位？,,
941,I'll make you an assistant buyer in this department .,Joanna,neutral,neutral,94,9,4,9,"00:12:05,808","00:12:08,810",我让你在这个部门里担任采购助理。,,
942,Say more things like that .,Rachel,joy,positive,94,10,4,9,"00:12:10,229","00:12:12,731",你再多说一点。,,
943,"You can have your own office, and a raise!Effective tomorrow .",Joanna,joy,positive,94,11,4,9,"00:12:13,524","00:12:16,526",自己的办公室，外带加薪！明天就生效。,,
944,I'd need an expense account .,Rachel,neutral,neutral,94,12,4,9,"0:12:17,319","0:12:18,779",我需要公关费。,,
945,Done!,Joanna,joy,positive,94,13,4,9,"0:12:18,779","0:12:19,983",没问题！,,
946,And an assistant .,Rachel,neutral,neutral,94,14,4,9,"0:12:20,448","0:12:21,491",还要有助理。,,
947,"Sophie, get in here!",Joanna,joy,positive,94,15,4,9,"0:12:21,491","0:12:23,063",苏菲，进来！,,
948,Monica? You gonna be very proud of me . I just got us dates with two unbelievably cute nurses .,Rachel,joy,positive,95,0,5,3,"00:04:00,782","00:04:04,409",莫妮卡？你一定会为我感到骄傲。我帮我们约到了两个俏护士。,,
949,Oh my!,Joey,surprise,positive,95,1,5,3,"00:04:04,619","00:04:05,953",精彩！,,
950,They're male nurses .,Rachel,neutral,neutral,95,2,5,3,"00:04:07,372","00:04:09,206",是男护士。,,
951,Not in my head .,Joey,neutral,neutral,95,3,5,3,"00:04:09,374","00:04:11,291",在我想象中不是。,,
952,"Anyway, they want to take us out Saturday night!What do you say? ",Rachel,joy,positive,95,4,5,3,"00:04:12,001","00:04:15,671",总之他们约我们周六晚上出去！如何？,,
953,Umm . Umm . Umm . I don't think so .,Monica,joy,positive,95,5,5,3,"0:04:21,386","0:04:22,304",嗯。嗯。嗯。我看算了。,,
954,What? ,Rachel,surprise,positive,95,6,5,3,"0:04:22,304","0:04:23,451",什么？,,
955,What are you talking about? !,Rachel,surprise,negative,95,7,5,3,"00:04:23,638","00:04:25,097",什么叫算了？！,,
956,you're the one who's been telling me to get over Ross and move on .,Rachel,anger,negative,95,8,5,3,"00:04:25,348","00:04:29,059",是你劝我忘记罗斯向前看的。,,
957,"I'm moving on, and you're moving on with me .",Rachel,neutral,neutral,95,9,5,3,"00:04:29,310","00:04:31,395",我向前看了，你得陪我。,,
958,"Come on, give me one good reason why you don't wanna go .",Rachel,neutral,neutral,95,10,5,3,"0:04:35,566","0:04:38,069",告诉我一个你不去的理由。,,
959,"Umm, why don't you give me something that would be a good reason...",Monica,neutral,neutral,95,11,5,3,"0:04:38,069","0:04:38,213",不如你说一个你认为的好理由……,,
960,What? ,Rachel,surprise,positive,95,12,5,3,"0:04:42,407","0:04:44,579",什么？,,
961,Harder than it sounds . Isn't it? ,Monica,neutral,neutral,95,13,5,3,"0:04:44,579","0:04:45,331",没那么简单吧。,,
962,"Okay, you're coming with me, and I also told them that if we're still here when they get off that we'll go down to the cafeteria and have some",Rachel,neutral,neutral,95,14,5,3,"00:04:45,994","00:04:54,751",你也要去，我还说如果他们下班时我们还没走就一起去餐厅吃果冻。,,
963,Yep!There's always room for Jello .,Joey,neutral,neutral,95,15,5,3,"00:04:51,207","00:04:54,751",对啊！人永远吃得下果冻。,,
964,"Joey, how do you make that dirty? ",Rachel,neutral,neutral,95,16,5,3,"00:04:58,172","00:05:00,132",乔伊，你为什么能说得那么色？,,
965,"Oh, it's easy . Yeah, I can do it with anything . Watch, Grandma's chicken salad",Joey,neutral,neutral,95,17,5,3,"00:05:00,383","00:05:06,763",简单。我什么都能说得很色。看，奶奶的鸡肉沙拉。,,
966,"Hello, this is Monica ... ",Monica,neutral,neutral,96,0,1,17,"00:14:02,007","00:14:04,217",喂，我是摩妮卡……,,
967,Yeah? ? ? ,Monica,neutral,neutral,96,1,1,17,"00:14:04,635","00:14:05,760",是的？？？,,
968,Oh ... ,Monica,neutral,neutral,96,2,1,17,"00:14:06,595","00:14:08,179",噢……,,
969,"Okay, yes, we'll be right, we'll be right down .",Monica,neutral,neutral,96,3,1,17,"0:14:08,430","0:14:09,942",好，是的，我们马上，我们马上去。,,
970,Thank you .,Monica,neutral,neutral,96,4,1,17,"0:14:09,942","0:14:10,778",谢谢。,,
971,Okay . Let's bring it in .,Monica,neutral,neutral,97,0,3,9,"00:04:23,888","00:04:25,514",好的。让我们开始吧。,,
972,"Wait, honey, throw it to me, throw it to me .",Rachel,neutral,neutral,97,1,3,9,"00:04:25,682","00:04:27,140",等等，亲爱的，把球传给我，把球传给我。,,
973,Here you go .,Ross,neutral,neutral,97,2,3,9,"00:04:27,308","00:04:29,559",来。,,
974,That almost hit me in the face .,Rachel,anger,negative,97,3,3,9,"00:04:31,104","00:04:33,772",你差点打中我的脸。,,
976,"Well, if the magician can open my beer with his but cheeks, then all right .",Chandler,neutral,neutral,98,1,3,12,"00:01:44,896","00:01:48,732",好吧，如果魔术师能用他的脸颊打开我的啤酒，那好吧。,,
977,Hey!,Chandler,joy,positive,99,0,7,19,"0:05:24,907","0:05:25,575",嗨！,,
978,Hey!,Monica,joy,positive,99,1,7,19,"0:05:25,575","0:05:26,813",嗨！,,
979,you know I'm really glad we decided not to sleep together before the wedding .,Chandler,joy,positive,99,2,7,19,"00:05:26,909","00:05:30,495",很高兴我们决定婚礼前不上床。,,
980,"Oh boy, me too!",Monica,joy,positive,99,3,7,19,"00:05:30,705","00:05:32,998",我也是！,,
981,you know I was thinking if we had a a big fight and uh we broke up for a few hours,Chandler,neutral,neutral,99,4,7,19,"00:05:33,541","00:05:38,211",我在想，如果我们大吵一架，分手几个小时。,,
982,Yeah? ,Monica,fear,negative,99,5,7,19,"00:05:38,379","00:05:39,522",是吗？,,
983,"Technically we could have sex again . What do you think, bossy and domineering? !",Chandler,neutral,neutral,99,6,7,19,"00:05:38,379","00:05:46,136",严格来说，我们就可以上床了。你说呢，颐指气使的婆娘？！,,
984,"The wedding is off, sloppy and immature!",Monica,anger,negative,99,7,7,19,"00:05:46,304","00:05:48,972",婚礼取消了，长不大的邋遢鬼！,,
985,That's me!Come on!,Chandler,joy,positive,99,8,7,19,"00:05:49,140","00:05:50,474",说的正是我！走吧！,,
986,"Okay . But wait, we can't . My Cousin Cassie is in the guest room, we're supposed to have lunch .",Monica,neutral,neutral,99,9,7,19,"00:05:50,641","00:05:54,144",等一下。凯西在客房，我们要出去吃午饭。,,
987,"Well, get rid of her, obsessive and shrill .",Chandler,neutral,neutral,99,10,7,19,"00:05:54,312","00:05:56,438",甩掉她，有强迫症的高嗓门。,,
988,Shrill? !The wedding is back on!,Monica,anger,negative,99,11,7,19,"00:05:57,440","00:05:59,900",高嗓门？！婚礼照常！,,
989,I thought I heard voices . You must be Chandler .,Cassie,neutral,neutral,99,12,7,19,"00:06:02,111","00:06:05,447",我听到有人在讲话。你一定就是钱德勒。,,
990,Hi!Nice to meet you!,Chandler,joy,positive,99,13,7,19,"0:06:06,074","0:06:07,506",你好！很高兴认识你！,,
991,Nice to meet you too .,Cassie,neutral,neutral,99,14,7,19,"0:06:07,506","0:06:09,254",也很高兴认识你。,,
992,"So, are you ready to go? ",Monica,neutral,neutral,99,15,7,19,"0:06:09,369","0:06:10,291",可以走了吗？,,
993,Yeah .,Cassie,neutral,neutral,99,16,7,19,"0:06:10,291","0:06:11,973",可以了。,,
994,Chandler!,Monica,anger,negative,99,17,7,19,"0:06:29,847","0:06:30,682",钱德勒！,,
995,I'll be right with you .,Chandler,neutral,neutral,99,18,7,19,"0:06:30,682","0:06:32,688",我马上就来。,,
996,"That's all it is, a third nipple .",Ross,neutral,neutral,100,0,3,23,"00:05:30,246","00:05:32,122",其实很简单，就是个多出来的乳头。,,
998,Just your run-of-the-mill third nipple .,Ross,neutral,neutral,100,1,3,23,"00:05:32,290","00:05:35,917",很普通的第三个乳头。,,
1000,You can take it off .,Ross,neutral,neutral,100,2,3,23,"0:05:36,085","0:05:37,212",你可以把它切掉。,,
1001,Just slice that baby right off!,Ross,fear,negative,100,3,3,23,"0:05:37,212","0:05:39,696",直接切掉！,,
1002,"Take your shirt off, and let's see what we're dealing with here . What are you doing? ",Dr . Rhodes,neutral,neutral,100,4,3,23,"00:05:39,797","00:05:47,304",把上衣脱掉让我看一下什么情况。你在干什么？,,
1003,"Just showing you my run-of-the-mill, slice-it-right-off third nipple .",Ross,neutral,neutral,100,5,3,23,"00:05:48,181","00:05:52,726",让你看那个非常普通可以直接切掉的第三个乳头。,,
1004,Well that's not a third nipple .,Dr . Rhodes,neutral,neutral,100,6,3,23,"00:05:52,894","00:05:55,729",这不是第三个乳头。,,
1005,No? ,Ross,surprise,negative,100,7,3,23,"00:05:54,000","00:05:55,729",不是？,,
1006,"First of all, it's on your ass .",Dr . Rhodes,neutral,neutral,101,0,6,23,"00:05:55,897","00:05:58,190",首先，管你屁事。,,
1007,"Well then, what is it? !",Ross,surprise,negative,101,1,6,23,"00:05:59,150","00:06:00,525",噢，然后呢，这是什么？！,,
1008,"Wait a minute, hold it . Johnson!Will you come in here a moment? ",Dr . Rhodes,neutral,neutral,102,0,3,23,"00:06:01,152","00:06:08,116",等一下，别动。詹森！来一下。,,
1009,I'm with Hamilton!,Dr . Johnson,neutral,neutral,102,1,3,23,"00:06:05,198","00:06:08,116",我跟汉弥顿说话呢！,,
1010,"He's good with rear things, bring him in too .",Dr . Rhodes,neutral,neutral,102,2,3,23,"00:06:08,284","00:06:10,619",他对怪东西很在行，叫他也来。,,
1011,"Umm, this is great wine .",Kristen,joy,positive,103,0,8,4,"00:09:13,386","00:09:16,805",酒真的很棒。,,
1012,"It's from France . In Europe Western Europe . you know umm, a few years ago I actually was backpacking across Western Europe .",Ross,neutral,neutral,103,1,8,4,"00:09:17,056","00:09:26,147",是法国酒。法国在欧洲，就在西欧。几年前我在西欧自助旅行。,,
1013,Really? ,Kristen,surprise,positive,103,2,8,4,"00:09:34,240","00:09:38,034",真的吗？,,
1014,"Uh-hmm Wait!It gets better . Um, yeah I was in Barcelona .",Ross,joy,positive,103,3,8,4,"00:09:40,204","00:09:42,706",对，等一下！后面的故事更精彩。我在巴塞罗那。,,
1015,I studied for a year in Barcelona .,Kristen,neutral,neutral,103,4,8,4,"00:09:42,873","00:09:46,793",我在巴塞罗那念过一年书。,,
1016,"Anyway, umm so I was um, I was hiking",Ross,neutral,neutral,103,5,8,4,"0:09:48,588","0:09:52,634",总之我在健行……,,
1017,I love hiking!,Kristen,joy,positive,103,6,8,4,"0:09:52,634","0:09:52,774",我喜欢健行！,,
1018,Oh that's great!I was hiking along the foothills of Mount Tibidaybo,Ross,joy,positive,103,7,8,4,"00:09:52,925","00:10:01,308",那真的太棒了！我在第比达亚波山脚下健行。,,
1020,"So? Congratulations you two, I didn't even know you got married .",Janice,surprise,positive,104,0,8,23,"00:21:10,757","00:21:14,761",那么？恭喜你们，我都不知道你们结婚了。,,
1021,Oh we didn't .,Rachel,joy,positive,104,1,8,23,"00:21:15,011","00:21:16,596",我们没结婚。,,
1022,"no, no . And we're gonna be friends again.",Ross,fear,negative,105,0,6,23,"00:21:15,011","00:21:16,596",不不。我们又可以当朋友了。,,
1023,What? !,Janice,surprise,negative,105,1,6,23,"00:21:16,805","00:21:18,181",什么？！,,
1024,"Um uh We'rejust having this baby together but uh, uh that's all .",Ross,neutral,neutral,106,0,8,23,"00:21:18,432","00:21:22,894",我们只是要一起生下这个孩子，就是那样。,,
1025,Why? !!,Janice,surprise,negative,106,1,8,23,"00:21:24,020","00:21:25,814",为什么？！！,,
1026,"Uh well umm we're just not in that place, you know? But we're very excited about this .",Ross,neutral,neutral,106,2,8,23,"00:21:27,441","00:21:34,322",我们还没到那个程度，知道吗？但我们很期待宝宝的出生。,,
1027,"Oh . Well, then shut me up .",Janice,neutral,neutral,106,3,8,23,"00:21:34,531","00:21:37,367",那我就没话说了。,,
1028,Just tell me how .,Rachel,neutral,neutral,106,4,8,23,"00:21:38,452","00:21:39,494",告诉我该怎么办。,,
1029,"Oh, I feel another one coming .",Janice,fear,negative,106,5,8,23,"00:21:41,455","00:21:43,707",我又开始阵痛了。,,
1031,"Let it go, Ross .",Joey,neutral,neutral,107,0,1,3,"00:07:33,578","00:07:35,120",别再想了，罗斯。,,
1032,"Yeah, well, you didn't know Chi Chi .",Ross,neutral,neutral,107,1,1,3,"00:07:35,329","00:07:37,080",是啊，你又不认识芝芝。,,
1033,Do you all promise? ,Monica,neutral,neutral,107,2,1,3,"00:07:41,252","00:07:42,419",你们都保证了吗？,,
1035,Chandler? Do you promise to be good? ,Monica,neutral,neutral,107,4,1,3,"00:07:45,548","00:07:48,467",钱德勒？你保证会很乖吗？,,
